,caption,image_file,image_id
71,there is a piece of cropland .,./UCM_Captions/imgs/15.tif,15
72,it is a piece of farmland .,./UCM_Captions/imgs/15.tif,15
73,it is a piece of cropland .,./UCM_Captions/imgs/15.tif,15
74,here is a piece of farmland .,./UCM_Captions/imgs/15.tif,15
75,there is a piece of farmland .,./UCM_Captions/imgs/16.tif,16
76,there is a piece of cropland .,./UCM_Captions/imgs/16.tif,16
77,it is a piece of farmland .,./UCM_Captions/imgs/16.tif,16
78,it is a piece of cropland .,./UCM_Captions/imgs/16.tif,16
79,here is a piece of farmland .,./UCM_Captions/imgs/16.tif,16
80,there is a piece of farmland .,./UCM_Captions/imgs/17.tif,17
81,there is a piece of cropland .,./UCM_Captions/imgs/17.tif,17
82,it is a piece of farmland .,./UCM_Captions/imgs/17.tif,17
83,it is a piece of cropland .,./UCM_Captions/imgs/17.tif,17
84,here is a piece of farmland .,./UCM_Captions/imgs/17.tif,17
85,there is a piece of farmland .,./UCM_Captions/imgs/18.tif,18
86,there is a piece of cropland .,./UCM_Captions/imgs/18.tif,18
87,it is a piece of farmland .,./UCM_Captions/imgs/18.tif,18
88,it is a piece of cropland .,./UCM_Captions/imgs/18.tif,18
89,here is a piece of farmland .,./UCM_Captions/imgs/18.tif,18
90,there is a piece of farmland .,./UCM_Captions/imgs/19.tif,19
91,there is a piece of cropland .,./UCM_Captions/imgs/19.tif,19
92,it is a piece of farmland .,./UCM_Captions/imgs/19.tif,19
93,it is a piece of cropland .,./UCM_Captions/imgs/19.tif,19
94,here is a piece of farmland .,./UCM_Captions/imgs/19.tif,19
95,there is a piece of farmland .,./UCM_Captions/imgs/20.tif,20
96,there is a piece of cropland .,./UCM_Captions/imgs/20.tif,20
97,it is a piece of farmland .,./UCM_Captions/imgs/20.tif,20
98,it is a piece of cropland .,./UCM_Captions/imgs/20.tif,20
99,here is a piece of farmland .,./UCM_Captions/imgs/20.tif,20
100,there is a piece of farmland .,./UCM_Captions/imgs/21.tif,21
101,there is a piece of cropland .,./UCM_Captions/imgs/21.tif,21
102,it is a piece of farmland .,./UCM_Captions/imgs/21.tif,21
103,it is a piece of cropland .,./UCM_Captions/imgs/21.tif,21
104,here is a piece of farmland .,./UCM_Captions/imgs/21.tif,21
105,there is a piece of farmland .,./UCM_Captions/imgs/22.tif,22
106,there is a piece of cropland .,./UCM_Captions/imgs/22.tif,22
107,it is a piece of farmland .,./UCM_Captions/imgs/22.tif,22
108,it is a piece of cropland .,./UCM_Captions/imgs/22.tif,22
109,here is a piece of farmland .,./UCM_Captions/imgs/22.tif,22
110,there is a piece of farmland .,./UCM_Captions/imgs/23.tif,23
111,there is a piece of cropland .,./UCM_Captions/imgs/23.tif,23
112,it is a piece of farmland .,./UCM_Captions/imgs/23.tif,23
113,it is a piece of cropland .,./UCM_Captions/imgs/23.tif,23
114,here is a piece of farmland .,./UCM_Captions/imgs/23.tif,23
115,there is a piece of farmland .,./UCM_Captions/imgs/24.tif,24
116,there is a piece of cropland .,./UCM_Captions/imgs/24.tif,24
117,it is a piece of farmland .,./UCM_Captions/imgs/24.tif,24
118,it is a piece of cropland .,./UCM_Captions/imgs/24.tif,24
119,here is a piece of farmland .,./UCM_Captions/imgs/24.tif,24
120,there is a piece of farmland .,./UCM_Captions/imgs/25.tif,25
121,there is a piece of cropland .,./UCM_Captions/imgs/25.tif,25
122,it is a piece of farmland .,./UCM_Captions/imgs/25.tif,25
123,it is a piece of cropland .,./UCM_Captions/imgs/25.tif,25
124,here is a piece of farmland .,./UCM_Captions/imgs/25.tif,25
125,there is a piece of farmland .,./UCM_Captions/imgs/26.tif,26
126,there is a piece of cropland .,./UCM_Captions/imgs/26.tif,26
127,it is a piece of farmland .,./UCM_Captions/imgs/26.tif,26
128,it is a piece of cropland .,./UCM_Captions/imgs/26.tif,26
129,here is a piece of farmland .,./UCM_Captions/imgs/26.tif,26
130,there is a piece of farmland .,./UCM_Captions/imgs/27.tif,27
131,there is a piece of cropland .,./UCM_Captions/imgs/27.tif,27
132,it is a piece of farmland .,./UCM_Captions/imgs/27.tif,27
133,it is a piece of cropland .,./UCM_Captions/imgs/27.tif,27
134,here is a piece of farmland .,./UCM_Captions/imgs/27.tif,27
135,there is a piece of farmland .,./UCM_Captions/imgs/28.tif,28
136,there is a piece of cropland .,./UCM_Captions/imgs/28.tif,28
137,it is a piece of farmland .,./UCM_Captions/imgs/28.tif,28
138,it is a piece of cropland .,./UCM_Captions/imgs/28.tif,28
139,here is a piece of farmland .,./UCM_Captions/imgs/28.tif,28
140,there is a piece of farmland .,./UCM_Captions/imgs/29.tif,29
141,there is a piece of cropland .,./UCM_Captions/imgs/29.tif,29
142,it is a piece of farmland .,./UCM_Captions/imgs/29.tif,29
143,it is a piece of cropland .,./UCM_Captions/imgs/29.tif,29
144,here is a piece of farmland .,./UCM_Captions/imgs/29.tif,29
145,there is a piece of farmland .,./UCM_Captions/imgs/30.tif,30
146,there is a piece of cropland .,./UCM_Captions/imgs/30.tif,30
147,it is a piece of farmland .,./UCM_Captions/imgs/30.tif,30
148,it is a piece of cropland .,./UCM_Captions/imgs/30.tif,30
149,here is a piece of farmland .,./UCM_Captions/imgs/30.tif,30
150,there is a piece of farmland .,./UCM_Captions/imgs/31.tif,31
151,there is a piece of cropland .,./UCM_Captions/imgs/31.tif,31
152,it is a piece of farmland .,./UCM_Captions/imgs/31.tif,31
153,it is a piece of cropland .,./UCM_Captions/imgs/31.tif,31
154,here is a piece of farmland .,./UCM_Captions/imgs/31.tif,31
155,there is a piece of farmland .,./UCM_Captions/imgs/32.tif,32
156,there is a piece of cropland .,./UCM_Captions/imgs/32.tif,32
157,it is a piece of farmland .,./UCM_Captions/imgs/32.tif,32
158,it is a piece of cropland .,./UCM_Captions/imgs/32.tif,32
159,here is a piece of farmland .,./UCM_Captions/imgs/32.tif,32
160,there is a piece of farmland .,./UCM_Captions/imgs/33.tif,33
161,there is a piece of cropland .,./UCM_Captions/imgs/33.tif,33
162,it is a piece of farmland .,./UCM_Captions/imgs/33.tif,33
163,it is a piece of cropland .,./UCM_Captions/imgs/33.tif,33
164,here is a piece of farmland .,./UCM_Captions/imgs/33.tif,33
165,there is a piece of farmland .,./UCM_Captions/imgs/34.tif,34
166,there is a piece of cropland .,./UCM_Captions/imgs/34.tif,34
167,it is a piece of farmland .,./UCM_Captions/imgs/34.tif,34
168,it is a piece of cropland .,./UCM_Captions/imgs/34.tif,34
169,here is a piece of farmland .,./UCM_Captions/imgs/34.tif,34
170,there is a piece of farmland .,./UCM_Captions/imgs/35.tif,35
171,there is a piece of cropland .,./UCM_Captions/imgs/35.tif,35
172,it is a piece of farmland .,./UCM_Captions/imgs/35.tif,35
173,it is a piece of cropland .,./UCM_Captions/imgs/35.tif,35
174,here is a piece of farmland .,./UCM_Captions/imgs/35.tif,35
175,there is a piece of farmland .,./UCM_Captions/imgs/36.tif,36
176,there is a piece of cropland .,./UCM_Captions/imgs/36.tif,36
177,it is a piece of farmland .,./UCM_Captions/imgs/36.tif,36
178,it is a piece of cropland .,./UCM_Captions/imgs/36.tif,36
179,here is a piece of farmland .,./UCM_Captions/imgs/36.tif,36
180,there is a piece of farmland .,./UCM_Captions/imgs/37.tif,37
181,there is a piece of cropland .,./UCM_Captions/imgs/37.tif,37
182,it is a piece of farmland .,./UCM_Captions/imgs/37.tif,37
183,it is a piece of cropland .,./UCM_Captions/imgs/37.tif,37
184,here is a piece of farmland .,./UCM_Captions/imgs/37.tif,37
185,there is a piece of farmland .,./UCM_Captions/imgs/38.tif,38
186,there is a piece of cropland .,./UCM_Captions/imgs/38.tif,38
187,it is a piece of farmland .,./UCM_Captions/imgs/38.tif,38
188,it is a piece of cropland .,./UCM_Captions/imgs/38.tif,38
189,here is a piece of farmland .,./UCM_Captions/imgs/38.tif,38
190,there is a piece of farmland .,./UCM_Captions/imgs/39.tif,39
191,there is a piece of cropland .,./UCM_Captions/imgs/39.tif,39
192,it is a piece of farmland .,./UCM_Captions/imgs/39.tif,39
193,it is a piece of cropland .,./UCM_Captions/imgs/39.tif,39
194,here is a piece of farmland .,./UCM_Captions/imgs/39.tif,39
195,there is a piece of farmland .,./UCM_Captions/imgs/40.tif,40
196,there is a piece of cropland .,./UCM_Captions/imgs/40.tif,40
197,it is a piece of farmland .,./UCM_Captions/imgs/40.tif,40
198,it is a piece of cropland .,./UCM_Captions/imgs/40.tif,40
199,here is a piece of farmland .,./UCM_Captions/imgs/40.tif,40
200,there is a piece of farmland .,./UCM_Captions/imgs/41.tif,41
201,there is a piece of cropland .,./UCM_Captions/imgs/41.tif,41
202,it is a piece of farmland .,./UCM_Captions/imgs/41.tif,41
203,it is a piece of cropland .,./UCM_Captions/imgs/41.tif,41
204,here is a piece of farmland .,./UCM_Captions/imgs/41.tif,41
205,there is a piece of farmland .,./UCM_Captions/imgs/42.tif,42
206,there is a piece of cropland .,./UCM_Captions/imgs/42.tif,42
207,it is a piece of farmland .,./UCM_Captions/imgs/42.tif,42
208,it is a piece of cropland .,./UCM_Captions/imgs/42.tif,42
209,here is a piece of farmland .,./UCM_Captions/imgs/42.tif,42
210,there is a piece of farmland .,./UCM_Captions/imgs/43.tif,43
211,there is a piece of cropland .,./UCM_Captions/imgs/43.tif,43
212,it is a piece of farmland .,./UCM_Captions/imgs/43.tif,43
213,it is a piece of cropland .,./UCM_Captions/imgs/43.tif,43
214,here is a piece of farmland .,./UCM_Captions/imgs/43.tif,43
215,there is a piece of farmland .,./UCM_Captions/imgs/44.tif,44
216,there is a piece of cropland .,./UCM_Captions/imgs/44.tif,44
217,it is a piece of farmland .,./UCM_Captions/imgs/44.tif,44
218,it is a piece of cropland .,./UCM_Captions/imgs/44.tif,44
219,here is a piece of farmland .,./UCM_Captions/imgs/44.tif,44
220,there is a piece of farmland .,./UCM_Captions/imgs/45.tif,45
221,there is a piece of cropland .,./UCM_Captions/imgs/45.tif,45
222,it is a piece of farmland .,./UCM_Captions/imgs/45.tif,45
223,it is a piece of cropland .,./UCM_Captions/imgs/45.tif,45
224,here is a piece of farmland .,./UCM_Captions/imgs/45.tif,45
225,there is a piece of farmland .,./UCM_Captions/imgs/46.tif,46
226,there is a piece of cropland .,./UCM_Captions/imgs/46.tif,46
227,it is a piece of farmland .,./UCM_Captions/imgs/46.tif,46
228,it is a piece of cropland .,./UCM_Captions/imgs/46.tif,46
229,here is a piece of farmland .,./UCM_Captions/imgs/46.tif,46
230,there is a piece of farmland .,./UCM_Captions/imgs/47.tif,47
231,there is a piece of cropland .,./UCM_Captions/imgs/47.tif,47
232,it is a piece of farmland .,./UCM_Captions/imgs/47.tif,47
233,it is a piece of cropland .,./UCM_Captions/imgs/47.tif,47
234,here is a piece of farmland .,./UCM_Captions/imgs/47.tif,47
235,there is a piece of farmland .,./UCM_Captions/imgs/48.tif,48
236,there is a piece of cropland .,./UCM_Captions/imgs/48.tif,48
237,it is a piece of farmland .,./UCM_Captions/imgs/48.tif,48
238,it is a piece of cropland .,./UCM_Captions/imgs/48.tif,48
239,here is a piece of farmland .,./UCM_Captions/imgs/48.tif,48
240,there is a piece of farmland .,./UCM_Captions/imgs/49.tif,49
241,there is a piece of cropland .,./UCM_Captions/imgs/49.tif,49
242,it is a piece of farmland .,./UCM_Captions/imgs/49.tif,49
243,it is a piece of cropland .,./UCM_Captions/imgs/49.tif,49
244,here is a piece of farmland .,./UCM_Captions/imgs/49.tif,49
245,there is a piece of farmland .,./UCM_Captions/imgs/50.tif,50
246,there is a piece of cropland .,./UCM_Captions/imgs/50.tif,50
247,it is a piece of farmland .,./UCM_Captions/imgs/50.tif,50
248,it is a piece of cropland .,./UCM_Captions/imgs/50.tif,50
249,here is a piece of farmland .,./UCM_Captions/imgs/50.tif,50
250,there is a piece of farmland .,./UCM_Captions/imgs/51.tif,51
251,there is a piece of cropland .,./UCM_Captions/imgs/51.tif,51
252,it is a piece of farmland .,./UCM_Captions/imgs/51.tif,51
253,it is a piece of cropland .,./UCM_Captions/imgs/51.tif,51
254,here is a piece of farmland .,./UCM_Captions/imgs/51.tif,51
255,there is a piece of farmland .,./UCM_Captions/imgs/52.tif,52
256,there is a piece of cropland .,./UCM_Captions/imgs/52.tif,52
257,it is a piece of farmland .,./UCM_Captions/imgs/52.tif,52
258,it is a piece of cropland .,./UCM_Captions/imgs/52.tif,52
259,here is a piece of farmland .,./UCM_Captions/imgs/52.tif,52
260,there is a piece of farmland .,./UCM_Captions/imgs/53.tif,53
261,there is a piece of cropland .,./UCM_Captions/imgs/53.tif,53
262,it is a piece of farmland .,./UCM_Captions/imgs/53.tif,53
263,it is a piece of cropland .,./UCM_Captions/imgs/53.tif,53
264,here is a piece of farmland .,./UCM_Captions/imgs/53.tif,53
265,there is a piece of farmland .,./UCM_Captions/imgs/54.tif,54
266,there is a piece of cropland .,./UCM_Captions/imgs/54.tif,54
267,it is a piece of farmland .,./UCM_Captions/imgs/54.tif,54
268,it is a piece of cropland .,./UCM_Captions/imgs/54.tif,54
269,here is a piece of farmland .,./UCM_Captions/imgs/54.tif,54
270,there is a piece of farmland .,./UCM_Captions/imgs/55.tif,55
271,there is a piece of cropland .,./UCM_Captions/imgs/55.tif,55
272,it is a piece of farmland .,./UCM_Captions/imgs/55.tif,55
273,it is a piece of cropland .,./UCM_Captions/imgs/55.tif,55
274,here is a piece of farmland .,./UCM_Captions/imgs/55.tif,55
275,there is a piece of farmland .,./UCM_Captions/imgs/56.tif,56
276,there is a piece of cropland .,./UCM_Captions/imgs/56.tif,56
277,it is a piece of farmland .,./UCM_Captions/imgs/56.tif,56
278,it is a piece of cropland .,./UCM_Captions/imgs/56.tif,56
279,here is a piece of farmland .,./UCM_Captions/imgs/56.tif,56
280,there is a piece of farmland .,./UCM_Captions/imgs/57.tif,57
281,there is a piece of cropland .,./UCM_Captions/imgs/57.tif,57
282,it is a piece of farmland .,./UCM_Captions/imgs/57.tif,57
283,it is a piece of cropland .,./UCM_Captions/imgs/57.tif,57
284,here is a piece of farmland .,./UCM_Captions/imgs/57.tif,57
285,there is a piece of farmland .,./UCM_Captions/imgs/58.tif,58
286,there is a piece of cropland .,./UCM_Captions/imgs/58.tif,58
287,it is a piece of farmland .,./UCM_Captions/imgs/58.tif,58
288,it is a piece of cropland .,./UCM_Captions/imgs/58.tif,58
289,here is a piece of farmland .,./UCM_Captions/imgs/58.tif,58
290,there is a piece of farmland .,./UCM_Captions/imgs/59.tif,59
291,there is a piece of cropland .,./UCM_Captions/imgs/59.tif,59
292,it is a piece of farmland .,./UCM_Captions/imgs/59.tif,59
293,it is a piece of cropland .,./UCM_Captions/imgs/59.tif,59
294,here is a piece of farmland .,./UCM_Captions/imgs/59.tif,59
295,there is a piece of farmland .,./UCM_Captions/imgs/60.tif,60
296,there is a piece of cropland .,./UCM_Captions/imgs/60.tif,60
297,it is a piece of farmland .,./UCM_Captions/imgs/60.tif,60
298,it is a piece of cropland .,./UCM_Captions/imgs/60.tif,60
299,here is a piece of farmland .,./UCM_Captions/imgs/60.tif,60
300,there is a piece of farmland .,./UCM_Captions/imgs/61.tif,61
301,there is a piece of cropland .,./UCM_Captions/imgs/61.tif,61
302,it is a piece of farmland .,./UCM_Captions/imgs/61.tif,61
303,it is a piece of cropland .,./UCM_Captions/imgs/61.tif,61
304,here is a piece of farmland .,./UCM_Captions/imgs/61.tif,61
305,there is a piece of farmland .,./UCM_Captions/imgs/62.tif,62
306,there is a piece of cropland .,./UCM_Captions/imgs/62.tif,62
307,it is a piece of farmland .,./UCM_Captions/imgs/62.tif,62
308,it is a piece of cropland .,./UCM_Captions/imgs/62.tif,62
309,here is a piece of farmland .,./UCM_Captions/imgs/62.tif,62
310,there is a piece of farmland .,./UCM_Captions/imgs/63.tif,63
311,there is a piece of cropland .,./UCM_Captions/imgs/63.tif,63
312,it is a piece of farmland .,./UCM_Captions/imgs/63.tif,63
313,it is a piece of cropland .,./UCM_Captions/imgs/63.tif,63
314,here is a piece of farmland .,./UCM_Captions/imgs/63.tif,63
315,there is a piece of farmland .,./UCM_Captions/imgs/64.tif,64
316,there is a piece of cropland .,./UCM_Captions/imgs/64.tif,64
317,it is a piece of farmland .,./UCM_Captions/imgs/64.tif,64
318,it is a piece of cropland .,./UCM_Captions/imgs/64.tif,64
319,here is a piece of farmland .,./UCM_Captions/imgs/64.tif,64
320,there is a piece of farmland .,./UCM_Captions/imgs/65.tif,65
321,there is a piece of cropland .,./UCM_Captions/imgs/65.tif,65
322,it is a piece of farmland .,./UCM_Captions/imgs/65.tif,65
323,it is a piece of cropland .,./UCM_Captions/imgs/65.tif,65
324,here is a piece of farmland .,./UCM_Captions/imgs/65.tif,65
325,there is a piece of farmland .,./UCM_Captions/imgs/66.tif,66
326,there is a piece of cropland .,./UCM_Captions/imgs/66.tif,66
327,it is a piece of farmland .,./UCM_Captions/imgs/66.tif,66
328,it is a piece of cropland .,./UCM_Captions/imgs/66.tif,66
329,here is a piece of farmland .,./UCM_Captions/imgs/66.tif,66
330,there is a piece of farmland .,./UCM_Captions/imgs/67.tif,67
331,there is a piece of cropland .,./UCM_Captions/imgs/67.tif,67
332,it is a piece of farmland .,./UCM_Captions/imgs/67.tif,67
333,it is a piece of cropland .,./UCM_Captions/imgs/67.tif,67
334,here is a piece of farmland .,./UCM_Captions/imgs/67.tif,67
335,there is a piece of farmland .,./UCM_Captions/imgs/68.tif,68
336,there is a piece of cropland .,./UCM_Captions/imgs/68.tif,68
337,it is a piece of farmland .,./UCM_Captions/imgs/68.tif,68
338,it is a piece of cropland .,./UCM_Captions/imgs/68.tif,68
339,here is a piece of farmland .,./UCM_Captions/imgs/68.tif,68
340,there is a piece of farmland .,./UCM_Captions/imgs/69.tif,69
341,there is a piece of cropland .,./UCM_Captions/imgs/69.tif,69
342,it is a piece of farmland .,./UCM_Captions/imgs/69.tif,69
343,it is a piece of cropland .,./UCM_Captions/imgs/69.tif,69
344,here is a piece of farmland .,./UCM_Captions/imgs/69.tif,69
345,there is a piece of farmland .,./UCM_Captions/imgs/70.tif,70
346,there is a piece of cropland .,./UCM_Captions/imgs/70.tif,70
347,it is a piece of farmland .,./UCM_Captions/imgs/70.tif,70
348,it is a piece of cropland .,./UCM_Captions/imgs/70.tif,70
349,here is a piece of farmland .,./UCM_Captions/imgs/70.tif,70
350,there is a piece of farmland .,./UCM_Captions/imgs/71.tif,71
351,there is a piece of cropland .,./UCM_Captions/imgs/71.tif,71
352,it is a piece of farmland .,./UCM_Captions/imgs/71.tif,71
353,it is a piece of cropland .,./UCM_Captions/imgs/71.tif,71
354,here is a piece of farmland .,./UCM_Captions/imgs/71.tif,71
355,there is a piece of farmland .,./UCM_Captions/imgs/72.tif,72
356,there is a piece of cropland .,./UCM_Captions/imgs/72.tif,72
357,it is a piece of farmland .,./UCM_Captions/imgs/72.tif,72
358,it is a piece of cropland .,./UCM_Captions/imgs/72.tif,72
359,here is a piece of farmland .,./UCM_Captions/imgs/72.tif,72
360,there is a piece of farmland .,./UCM_Captions/imgs/73.tif,73
361,there is a piece of cropland .,./UCM_Captions/imgs/73.tif,73
362,it is a piece of farmland .,./UCM_Captions/imgs/73.tif,73
363,it is a piece of cropland .,./UCM_Captions/imgs/73.tif,73
364,here is a piece of farmland .,./UCM_Captions/imgs/73.tif,73
365,there is a piece of farmland .,./UCM_Captions/imgs/74.tif,74
366,there is a piece of cropland .,./UCM_Captions/imgs/74.tif,74
367,it is a piece of farmland .,./UCM_Captions/imgs/74.tif,74
368,it is a piece of cropland .,./UCM_Captions/imgs/74.tif,74
369,here is a piece of farmland .,./UCM_Captions/imgs/74.tif,74
370,there is a piece of farmland .,./UCM_Captions/imgs/75.tif,75
371,there is a piece of cropland .,./UCM_Captions/imgs/75.tif,75
372,it is a piece of farmland .,./UCM_Captions/imgs/75.tif,75
373,it is a piece of cropland .,./UCM_Captions/imgs/75.tif,75
374,here is a piece of farmland .,./UCM_Captions/imgs/75.tif,75
375,there is a piece of farmland .,./UCM_Captions/imgs/76.tif,76
376,there is a piece of cropland .,./UCM_Captions/imgs/76.tif,76
377,it is a piece of farmland .,./UCM_Captions/imgs/76.tif,76
378,it is a piece of cropland .,./UCM_Captions/imgs/76.tif,76
379,here is a piece of farmland .,./UCM_Captions/imgs/76.tif,76
380,there is a piece of farmland .,./UCM_Captions/imgs/77.tif,77
381,there is a piece of cropland .,./UCM_Captions/imgs/77.tif,77
382,it is a piece of farmland .,./UCM_Captions/imgs/77.tif,77
383,it is a piece of cropland .,./UCM_Captions/imgs/77.tif,77
384,here is a piece of farmland .,./UCM_Captions/imgs/77.tif,77
385,there is a piece of farmland .,./UCM_Captions/imgs/78.tif,78
386,there is a piece of cropland .,./UCM_Captions/imgs/78.tif,78
387,it is a piece of farmland .,./UCM_Captions/imgs/78.tif,78
388,it is a piece of cropland .,./UCM_Captions/imgs/78.tif,78
389,here is a piece of farmland .,./UCM_Captions/imgs/78.tif,78
390,there is a piece of farmland .,./UCM_Captions/imgs/79.tif,79
391,there is a piece of cropland .,./UCM_Captions/imgs/79.tif,79
392,it is a piece of farmland .,./UCM_Captions/imgs/79.tif,79
393,it is a piece of cropland .,./UCM_Captions/imgs/79.tif,79
394,here is a piece of farmland .,./UCM_Captions/imgs/79.tif,79
395,there is a piece of farmland .,./UCM_Captions/imgs/80.tif,80
396,there is a piece of cropland .,./UCM_Captions/imgs/80.tif,80
397,it is a piece of farmland .,./UCM_Captions/imgs/80.tif,80
398,it is a piece of cropland .,./UCM_Captions/imgs/80.tif,80
399,here is a piece of farmland .,./UCM_Captions/imgs/80.tif,80
400,four airplanes are parked at the airport .,./UCM_Captions/imgs/101.tif,101
401,four different kinds of airplanes are in the airport .,./UCM_Captions/imgs/101.tif,101
402,here are some airplanes and cars in the airport .,./UCM_Captions/imgs/101.tif,101
403,there is an airplane on the runway .,./UCM_Captions/imgs/102.tif,102
404,an airplane is taxiing on the runway .,./UCM_Captions/imgs/102.tif,102
405,it is an airplane taxiing on the runway .,./UCM_Captions/imgs/102.tif,102
406,there is an airplane taxiing on the runway .,./UCM_Captions/imgs/102.tif,102
407,an airplane is taxiing on the runway .,./UCM_Captions/imgs/102.tif,102
408,there is an airplane on the runway .,./UCM_Captions/imgs/103.tif,103
409,an airplane is taxiing on the runway .,./UCM_Captions/imgs/103.tif,103
410,it is an airplane taxiing on the runway .,./UCM_Captions/imgs/103.tif,103
411,there is an airplane taxiing on the runway .,./UCM_Captions/imgs/103.tif,103
412,an airplane is taxiing on the runway .,./UCM_Captions/imgs/103.tif,103
413,an airplane is surrounded with some cars .,./UCM_Captions/imgs/104.tif,104
414,there is an airplane in the airport .,./UCM_Captions/imgs/104.tif,104
415,an airplane is stopped at the airport .,./UCM_Captions/imgs/104.tif,104
416,an airplane is surrounded with some cars in the airport .,./UCM_Captions/imgs/104.tif,104
417,an airplane is surrounded with some cars in the airport .,./UCM_Captions/imgs/104.tif,104
418,two airplanes are surrounded with some cars .,./UCM_Captions/imgs/105.tif,105
419,there are two airplanes in the airport .,./UCM_Captions/imgs/105.tif,105
